itemId,embedding
1397,"[-0.08560439944267273, 0.004591053817421198, 0.012783471494913101, -0.2537107467651367, 0.04702184721827507, -0.051412343978881836, 0.43418484926223755, 0.37445515394210815, 0.12697844207286835, -0.17578233778476715, -0.15768592059612274, 0.06302967667579651, -0.07707812637090683, -0.05049305409193039, -0.10707028210163116, -0.20981453359127045, -0.09734749794006348, -0.1447954624891281, -0.09420427680015564, 0.1522713303565979, 0.08346725255250931, 0.1911582499742508, 0.44051384925842285, -0.04070081561803818, 0.4443545341491699, -0.2468719780445099, 0.38798704743385315, 0.7489596009254456, -0.01264425739645958, -0.060120001435279846, -0.021154318004846573, -0.07024320960044861, -0.07819240540266037, 0.3695181906223297, 0.03505623713135719, -0.16656509041786194, 0.22677969932556152, 0.06372209638357162, -0.07300583273172379, -0.07764715701341629, -0.2130143642425537, -0.3907955586910248, -0.11267070472240448, -0.08562078326940536, -0.23912666738033295, 0.08803578466176987, 0.08772336691617966, -0.009173708967864513, -0.14594867825508118, -0.32597875595092773, 0.0012231433065608144, 0.19434703886508942, -0.05294208228588104, -0.09471320360898972, -0.3139439821243286, 0.0897398591041565, -0.0964537113904953, 0.5877450108528137, -0.21984340250492096, -0.3250216543674469, -0.3098677396774292, -0.18365947902202606, -0.1181909516453743, -0.2839135229587555, -0.026081833988428116, -0.1355048418045044, 0.20423810184001923, 0.3062014579772949, -0.3538293242454529, 0.06283023208379745, 0.020620565861463547, 0.4650074541568756, -0.15771763026714325, -0.49354982376098633, 0.07492444664239883, -0.13745465874671936, 0.02328377403318882, 0.21403875946998596, -0.397470623254776, 0.1381460577249527, 0.07163387537002563, 0.21567243337631226, -0.031208351254463196, -0.2103874236345291, -0.2600385844707489, 0.08859582990407944, 0.01913103275001049, 0.0023208579514175653, 0.34731245040893555, 0.07297159731388092, 0.3050834536552429, 0.15943168103694916, 0.1677306443452835, 0.125200554728508, -0.14410710334777832, -0.0038425412494689226, 0.09666293114423752, 0.09991233795881271, -0.09598738700151443, -0.22842784225940704]"
1398,"[0.02986018918454647, -0.2735365033149719, -0.15560807287693024, -0.13717588782310486, 0.006296867039054632, -0.017910854890942574, 0.06257814168930054, -0.0149392019957304, -0.18947239220142365, -0.025153325870633125, 0.05305719003081322, 0.2733982801437378, -0.20795883238315582, 0.21676625311374664, -0.017702575773000717, -0.12514901161193848, -0.079104483127594, -0.3558890223503113, -0.05108078569173813, 0.18921655416488647, -0.29097920656204224, 0.06693407893180847, 0.0630979910492897, -0.040613844990730286, 0.23242060840129852, -0.18598319590091705, 0.45810461044311523, 0.3921927809715271, 0.046606793999671936, -0.1608765721321106, -0.18858812749385834, 0.11707479506731033, -0.03749782219529152, 0.029870621860027313, 0.022629249840974808, -0.15656225383281708, 0.16281574964523315, -0.03393013775348663, 0.11172500252723694, -0.15752238035202026, -0.1627330332994461, -0.03370949998497963, -0.012638368643820286, 0.10228830575942993, 0.21250009536743164, 0.18291129171848297, 0.5520263910293579, 0.3396364152431488, -0.08918468654155731, 0.01828310824930668, -0.1670091152191162, 0.10904066264629364, -0.19851858913898468, -0.013451743870973587, 0.23262107372283936, -0.014059532433748245, 0.18898245692253113, 0.4981718957424164, -0.17402812838554382, 0.1054765060544014, -0.2732134163379669, -0.048690520226955414, 0.25105544924736023, -0.4201229214668274, -0.25406768918037415, -0.08549708127975464, -0.03155025094747543, 0.12313008308410645, -0.41927051544189453, 0.007962225005030632, 0.11273456364870071, 0.09590812027454376, -0.447743684053421, -0.6110600233078003, -0.17540095746517181, -0.03362377732992172, -0.1263227015733719, 0.20502634346485138, -0.3708350360393524, -0.06556060910224915, -0.23944735527038574, 0.0038326429203152657, 0.1233917772769928, -0.111974336206913, -0.06845233589410782, -0.1782885193824768, -0.48887839913368225, 0.24972139298915863, -0.034781720489263535, -0.06370025873184204, 0.00335321226157248, -0.24910925328731537, 0.03943345695734024, 0.1688469648361206, 0.23852112889289856, 0.15685133635997772, -0.24690985679626465, 0.11603064835071564, 0.14476238191127777, -0.17821933329105377]"
1399,"[0.17938144505023956, -0.1181211993098259, -0.16084590554237366, 0.025213709101080894, 0.24892716109752655, -0.05224097520112991, 0.16921374201774597, -0.05469542741775513, -0.513552725315094, -0.28636598587036133, -0.022407809272408485, 0.29673120379447937, -0.34273505210876465, 0.460866242647171, -0.09863846749067307, -0.03445025905966759, 0.026516329497098923, -0.06743202358484268, -0.017142964527010918, 0.30427974462509155, -0.29725539684295654, 0.089907705783844, -0.034519799053668976, -0.3444790244102478, -0.051930464804172516, -0.3509505093097687, 0.11864963173866272, 0.21800433099269867, 0.3298954665660858, 0.020311526954174042, 0.02183598093688488, 0.29987993836402893, -0.5668601989746094, 0.3202238976955414, 0.012075870297849178, 0.0346846804022789, 0.21173366904258728, -0.17852817475795746, 0.14565357565879822, -0.04733294993638992, 0.19733738899230957, -0.10935967415571213, -0.038056500256061554, 0.2094469666481018, -0.18129415810108185, 0.17590966820716858, -0.005408222787082195, 0.47949618101119995, -0.2328999936580658, -0.16663816571235657, 0.08190228044986725, 0.3404597043991089, 0.13269299268722534, 0.12043595314025879, -0.3204692006111145, 0.37862417101860046, 0.05646120756864548, 0.30656978487968445, -0.023742569610476494, -0.29063257575035095, -0.059695053845644, -0.18281838297843933, -0.06000983715057373, 0.002439521485939622, 0.2778508961200714, 0.09316838532686234, 0.1953597217798233, 0.03334319218993187, 0.1182694360613823, -0.15438519418239594, 0.09405723214149475, 0.012790130451321602, -0.36541762948036194, -0.319637268781662, 0.1644923985004425, -0.07263548672199249, -0.0924629345536232, -0.09464884549379349, -0.09294315427541733, -0.44710323214530945, 0.04727528989315033, -0.20032966136932373, 0.23154482245445251, -0.3182061016559601, -0.2927822470664978, -0.006236052140593529, -0.5311994552612305, 0.1804259717464447, 0.4308529794216156, 0.06846784800291061, 0.5034845471382141, 0.06348124891519547, 0.13277986645698547, 0.05038972944021225, -0.2739245295524597, -0.08911123126745224, -0.14002013206481934, 0.05259861424565315, 0.13043071329593658, -0.2511858642101288]"
1400,"[-0.14046815037727356, -0.25938892364501953, 0.1521037220954895, -0.16513994336128235, 0.636883556842804, 0.08552505075931549, 0.21714355051517487, 0.30545419454574585, -0.018553119152784348, -0.34118038415908813, -0.10763206332921982, 0.3181321918964386, 0.03973172605037689, 0.10115548223257065, 0.11589988321065903, -0.1937520056962967, -0.23305632174015045, 0.11912709474563599, -0.05393276363611221, -0.3144382834434509, -0.18315128982067108, -0.007986856624484062, -0.1293843388557434, -0.028292758390307426, 0.20887871086597443, -0.09287424385547638, 0.09171590954065323, 0.2866954207420349, 0.40200063586235046, 0.131418377161026, -0.5027146935462952, -0.03456941246986389, -0.15789319574832916, -0.3079114258289337, 0.10657507181167603, 0.183625727891922, 0.2949119210243225, 0.10386630147695541, -0.24824588000774384, -0.09238773584365845, 0.0825381800532341, -0.18277384340763092, 0.08095180243253708, 0.01258015912026167, 0.06799309700727463, -0.008313016965985298, 0.25313854217529297, 0.04248881712555885, -0.17524443566799164, -0.1785048544406891, -0.07015996426343918, 0.3422643542289734, -0.33659228682518005, -0.058637652546167374, 0.15884073078632355, -0.014681813307106495, -0.10979118943214417, 0.21578536927700043, -0.20380306243896484, 0.23050041496753693, 0.01999567076563835, -0.0062708547338843346, 0.32567718625068665, -0.020864227786660194, -0.1402517706155777, 0.02078542858362198, -0.06541386991739273, 0.2521001696586609, -0.19904688000679016, 0.3429725468158722, -0.024959202855825424, 0.45077335834503174, 0.02797076106071472, -0.2199510782957077, -0.21497933566570282, -0.11872423440217972, 0.034429945051670074, -0.1337997168302536, 0.029507743194699287, -0.20405371487140656, -0.059392403811216354, -0.01956288330256939, 0.7438754439353943, -0.42958730459213257, -0.5582066178321838, -0.40412330627441406, -0.09265213459730148, 0.0777110829949379, -0.2026730328798294, 0.2555162012577057, 0.29540789127349854, -0.12082718312740326, -0.05130409821867943, 0.09051888436079025, 0.15992994606494904, -0.14383505284786224, 0.1077556386590004, -0.048237334936857224, 0.18785369396209717, -0.37862640619277954]"
1401,"[0.013121485710144043, 0.23456689715385437, -0.0983438789844513, -0.6636374592781067, -0.4039706289768219, 0.1603197157382965, 0.02653626911342144, 0.17285852134227753, 0.013830749318003654, -0.37057873606681824, -0.35908937454223633, -0.303740531206131, -0.17609162628650665, -0.2714932858943939, -0.3177642524242401, -0.46993136405944824, -0.650968074798584, -0.1677531898021698, 0.3629808723926544, 0.22275510430335999, -0.1511043757200241, -0.3259986937046051, -0.22400791943073273, 0.0003880001895595342, 0.03044166788458824, -0.3748510777950287, 0.3889816701412201, 0.3491694927215576, -0.0928877741098404, 0.26957178115844727, -0.03938944265246391, -0.21254418790340424, -0.05800152197480202, 0.07963131368160248, 0.2011435478925705, 0.04382285103201866, 0.3940243721008301, 0.00845899898558855, -0.2796286642551422, -0.3352970480918884, -0.009531133808195591, 0.24671795964241028, -0.40591737627983093, -0.3267309367656708, -0.22008080780506134, 0.1419682651758194, -0.0651279091835022, 0.3847184479236603, -0.21294768154621124, -0.1234336644411087, -0.5170935988426208, 0.7168185710906982, -0.8079184293746948, -0.09877476096153259, 0.21473804116249084, 0.24339492619037628, 0.3161981999874115, -0.032902736216783524, -0.09309437870979309, -0.2940292954444885, 0.025505851954221725, 0.010366023518145084, 0.5837100744247437, -0.14212654531002045, -0.09242855757474899, 0.5275164246559143, 0.10965178906917572, 0.1793299913406372, 0.18952088057994843, 0.12987568974494934, 0.45082592964172363, 0.3761104345321655, -0.06334931403398514, 0.10781753063201904, -0.1490148901939392, -0.21450291574001312, -0.0240260548889637, -0.012942777015268803, 0.143909752368927, -0.4900486469268799, 0.13654522597789764, 0.011235223151743412, 0.2261562943458557, -0.6036107540130615, -0.311154305934906, -0.5544501543045044, -0.04377023130655289, -0.7814956903457642, 0.25299081206321716, -0.38212665915489197, 0.06581170111894608, 0.07500500977039337, 0.04379529133439064, 0.4081125557422638, 0.1445351243019104, -0.0896187424659729, -0.16571927070617676, 0.08292929083108902, -0.19828875362873077, -0.28043869137763977]"
1402,"[0.06003699079155922, -0.22613590955734253, 0.04979352653026581, -0.08075741678476334, 0.43461114168167114, 0.011525589972734451, -0.09515136480331421, 0.08216669410467148, -0.128533735871315, -0.2000567764043808, -0.1479211449623108, -0.08921512961387634, -0.3674685060977936, 0.11755102872848511, -0.11545705795288086, 0.12025013566017151, -0.12414626032114029, -0.27395138144493103, -0.013320690020918846, -0.17970405519008636, 0.22536781430244446, 0.22487512230873108, -0.20608463883399963, 0.0577935166656971, 0.05762438476085663, -0.166286438703537, 0.2460193783044815, 0.536469042301178, 0.05535399541258812, -0.36134734749794006, 0.03865557536482811, 0.0396185964345932, -0.12486802041530609, 0.3978838324546814, -0.24075102806091309, -0.12602272629737854, 0.4570567011833191, -0.19570785760879517, -0.1776960790157318, -0.2470124363899231, 0.02939455211162567, 0.1294841468334198, -0.24272291362285614, 0.37797778844833374, -0.06323465704917908, 0.09689556807279587, 0.14531685411930084, 0.051046159118413925, -0.25071263313293457, -0.2767353355884552, -0.00633646547794342, 0.641331136226654, -0.3084109425544739, -0.12156099081039429, -0.050115425139665604, 0.09309667348861694, -0.18923316895961761, 0.11625057458877563, 0.0105582345277071, -0.05638869106769562, 0.08876298367977142, 0.031158732250332832, 0.12656515836715698, -0.3004390001296997, -0.12480060756206512, 0.06519859284162521, 0.23396185040473938, 0.08380197733640671, -0.005155920051038265, -0.1639842391014099, 0.06502767652273178, 0.3520742654800415, -0.3543224632740021, -0.6878922581672668, 0.36011168360710144, -0.15969610214233398, 0.09225641936063766, 0.10519564896821976, 0.05213919281959534, -0.18840231001377106, 0.0057968031615018845, -0.042622197419404984, -7.666099554626271e-05, 0.015018530189990997, -0.20743589103221893, -0.3080914616584778, -0.19070623815059662, 0.10746400058269501, 0.5340643525123596, 0.24858500063419342, 0.08796323835849762, 0.3351720869541168, 0.1454125940799713, 0.26927241683006287, 0.0020671666134148836, 0.23984874784946442, -0.42507699131965637, 0.2290879487991333, -0.0669606551527977, -0.049602508544921875]"
1403,"[0.07130062580108643, -0.16483885049819946, 0.07534953206777573, -0.2228427231311798, 0.11966812610626221, 0.012813341803848743, -0.10581336915493011, 0.04733947664499283, -0.1639835089445114, -0.181840181350708, -0.2748148739337921, -0.07964681088924408, -0.395609050989151, 0.24324814975261688, -0.21960020065307617, -0.021830538287758827, -0.31621161103248596, -0.16030021011829376, -0.06924188137054443, -0.212247833609581, 0.043353304266929626, 0.16374003887176514, 0.06098666787147522, -0.18850639462471008, 0.08328285813331604, -0.3049590587615967, 0.288915753364563, 0.40728792548179626, 0.07648523896932602, -0.03629005700349808, 0.040189310908317566, 0.08417149633169174, -0.07174377143383026, 0.2128753364086151, -0.21230868995189667, -0.06064768508076668, 0.3870869576931, -0.0693356916308403, -0.30860576033592224, 0.0065248701721429825, 0.05378341302275658, -0.04083959385752678, -0.13382579386234283, 0.1629008799791336, -0.23313333094120026, 0.13232088088989258, 0.044929537922143936, -0.05672745779156685, -0.27110302448272705, -0.15032987296581268, -0.018369976431131363, 0.35000312328338623, -0.349685937166214, -0.3689754903316498, -0.02590315043926239, 0.18602196872234344, -0.08344048261642456, 0.2273065745830536, -0.13620564341545105, 0.020139314234256744, 0.02371031977236271, -0.05614415928721428, 0.09903740882873535, -0.22860082983970642, -0.18678313493728638, 0.027315689250826836, 0.10867012292146683, 0.11669043451547623, -0.10321583598852158, -0.11633545160293579, -0.09956280887126923, 0.3797110617160797, -0.37794214487075806, -0.47996002435684204, 0.3012019991874695, -0.07282672822475433, 0.05582689866423607, 0.08968116343021393, -0.0699087530374527, -0.2690768837928772, -0.035307377576828, -0.1179611012339592, -0.049506545066833496, -0.10221117734909058, -0.17445307970046997, -0.2311147004365921, -0.01836453750729561, -0.11469494551420212, 0.38441798090934753, 0.005074779037386179, 0.12857866287231445, 0.20768997073173523, -0.11522713303565979, 0.26297104358673096, 0.16549250483512878, 0.07081601768732071, -0.2848450839519501, -0.03139699995517731, -0.06313634663820267, -0.1318320631980896]"
1404,"[0.13873428106307983, -0.4940436780452728, -0.1513923853635788, -0.28646120429039, -0.18798229098320007, -0.15092651546001434, -0.10236501693725586, -0.11795304715633392, -0.20818088948726654, 0.11883223801851273, -0.37682652473449707, 0.13488024473190308, -0.49581238627433777, 0.2769772708415985, -0.1608467549085617, -0.25968796014785767, -0.1461072415113449, -0.25742679834365845, 0.254335880279541, -0.1201082393527031, -0.5137953162193298, 0.1459256112575531, 0.17577339708805084, 0.0933331772685051, 0.22648932039737701, -0.2976732552051544, 0.28287798166275024, 0.6533452868461609, 0.011759569868445396, -0.06002546101808548, 0.32324808835983276, 0.001644930918700993, -0.19598540663719177, 0.19087819755077362, -0.21890032291412354, -0.5176465511322021, 0.18185476958751678, -0.2547825276851654, -0.23939912021160126, -0.15037581324577332, -0.1234312504529953, -0.031773027032613754, -0.14341363310813904, -0.014379066415131092, -0.5096835494041443, 0.2626096308231354, 0.010685534216463566, 0.4295210540294647, 0.02691582776606083, 0.18831810355186462, -0.2294471561908722, 0.3316241204738617, -0.30566322803497314, -0.6025269031524658, 0.15869177877902985, 0.07026071101427078, -0.38337627053260803, 0.10541228204965591, 0.1160675585269928, 0.11221551150083542, 0.07644977420568466, -0.07492981106042862, 0.32200169563293457, -0.45277294516563416, -0.33976495265960693, -0.17591458559036255, -0.1894136220216751, 0.3598098158836365, 0.30907854437828064, -0.22128425538539886, -0.008020072244107723, 0.5685887932777405, -0.41844555735588074, -0.6296114921569824, 0.24716034531593323, -0.428267240524292, -0.12109340727329254, -0.10510692745447159, 0.3912588953971863, -0.15909993648529053, 0.21700429916381836, 0.0824979916214943, -0.21517926454544067, 0.2932058274745941, -0.19154775142669678, -0.33726030588150024, 0.026089781895279884, -0.07090184837579727, 0.4083627164363861, 0.07396203279495239, 0.07628142833709717, -0.210603266954422, -0.10750190168619156, 0.24428321421146393, 0.0905827134847641, 0.48480725288391113, -0.31552931666374207, -0.0855734646320343, -0.12131665647029877, -0.06564104557037354]"
1405,"[-0.04584919661283493, 0.13871759176254272, -0.053746648132801056, -0.29971516132354736, 0.021952766925096512, -0.13390275835990906, 0.1678752303123474, -0.11862733215093613, -0.12615494430065155, -0.23197408020496368, 0.012590521015226841, 0.2901587188243866, -0.22273606061935425, 0.3742043077945709, 0.23716144263744354, -0.37060773372650146, 0.01457733754068613, 0.12194622308015823, -0.2113938331604004, -0.004465263802558184, -0.4227892756462097, 0.7863208651542664, 0.18120411038398743, 0.22187377512454987, 0.3079204559326172, -0.1640126258134842, 0.1660248041152954, 0.4227621257305145, -0.07588104903697968, 0.11753436177968979, -0.0032149741891771555, 0.39581412076950073, -0.11829870939254761, 0.6341158747673035, 0.37523090839385986, 0.05778425186872482, 0.11527854949235916, -0.2217877060174942, -0.35487034916877747, 0.17893317341804504, 0.2014584243297577, 0.16061685979366302, -0.34105345606803894, -0.0589124895632267, 0.23364092409610748, 0.2320673167705536, 0.48316672444343567, 0.29728689789772034, -0.3710360825061798, -0.1697656512260437, -0.14156632125377655, 0.5207726359367371, -0.17915187776088715, -0.06878930330276489, 0.08705822378396988, -0.1731775999069214, 0.16810187697410583, 0.22833997011184692, -0.24158625304698944, -0.21304582059383392, -0.16243915259838104, -0.04648352786898613, 0.08740206062793732, -0.051637694239616394, -0.08854644000530243, 0.12024853378534317, -0.05820207670331001, -0.0380670428276062, 0.006996884010732174, -0.17198388278484344, -0.12018710374832153, 0.1244073137640953, -0.34491732716560364, -0.15909811854362488, -0.0801016166806221, -0.15894219279289246, -0.16352465748786926, -0.16022075712680817, -0.1527106910943985, -0.2765893042087555, 0.03267693892121315, 0.39236509799957275, -0.21035227179527283, -0.2603878378868103, -0.1387181282043457, 0.12426690012216568, -0.4571937620639801, 0.19109049439430237, 0.1316247582435608, -0.27548232674598694, 0.5638409852981567, 0.3178819417953491, -0.4013746976852417, 0.38822489976882935, 0.26794782280921936, -0.229185089468956, 0.08443275094032288, 0.18269817531108856, -0.06864545494318008, -0.0822356566786766]"
1406,"[0.38936930894851685, -0.10995499044656754, -0.16970905661582947, -0.26698780059814453, -0.165947824716568, 0.1609184592962265, 0.29965740442276, 0.41454455256462097, -0.42282426357269287, -0.1308159977197647, -0.3379780352115631, -0.22600358724594116, -0.08468277752399445, 0.4696749448776245, -0.03196828067302704, 0.187870055437088, -0.2179776430130005, -0.2075570672750473, 0.0011949093313887715, 0.04640708863735199, -0.16529478132724762, 0.04292195290327072, -0.07473055273294449, -0.03380211442708969, 0.23870916664600372, -0.28541284799575806, -0.07868041098117828, 0.2991468012332916, 0.3227284550666809, -0.04519831761717796, 0.05380677804350853, 0.3196065425872803, -0.2621036171913147, 0.027620334178209305, 0.01556274015456438, -0.17916272580623627, 0.11587180197238922, 0.07633434981107712, -0.042208682745695114, -0.4171353578567505, 0.014004006050527096, -0.3705732524394989, -0.048555731773376465, 0.1624327301979065, 0.016224060207605362, 0.07439667731523514, 0.27470988035202026, 0.16226445138454437, -0.47415971755981445, -0.03314030542969704, 0.08006871491670609, 0.4273712635040283, -0.28208044171333313, -0.13320417702198029, -0.20194169878959656, 0.24882815778255463, 0.07273039221763611, 0.18839751183986664, 0.067375548183918, -0.06967932730913162, -0.07796215265989304, -0.34035658836364746, 0.27506670355796814, -0.5659934878349304, 0.12076238542795181, 0.05154306814074516, 0.04994994401931763, 0.26963987946510315, -0.06752679497003555, 0.13147075474262238, 0.11048758029937744, 0.4836162030696869, -0.22685636579990387, -0.09146348387002945, -0.12016982585191727, -0.0376640260219574, 0.1846068650484085, 0.20123937726020813, -0.1760261505842209, -0.19300787150859833, -0.37702712416648865, -0.298201322555542, -0.032739121466875076, 0.18753300607204437, 0.22710661590099335, -0.005390471313148737, -0.014687338843941689, 0.3261612057685852, 0.11519253253936768, 0.058493826538324356, 0.12861140072345734, -0.4065399765968323, -0.06912197917699814, 0.4560840427875519, 0.029039723798632622, -0.025682607665657997, -0.15650847554206848, 0.27333566546440125, 0.055522508919239044, -0.09165110439062119]"
1407,"[0.11767060309648514, -0.08423080295324326, -0.1198083832859993, -0.19246219098567963, 0.02123868465423584, 0.0827810987830162, 0.10397545993328094, 0.1341029405593872, -0.21080264449119568, -0.1354629397392273, -0.1338992565870285, 0.20986688137054443, -0.19881495833396912, 0.2187010645866394, -0.05165603384375572, -0.06438838690519333, -0.187440425157547, -0.2680515646934509, -0.1420140117406845, 0.028043599799275398, -0.21784397959709167, 0.2244536429643631, 0.037293899804353714, -0.06323891878128052, 0.22649334371089935, -0.22512435913085938, 0.24388326704502106, 0.21796326339244843, 0.21424853801727295, 0.043148111552000046, -0.08888783305883408, 0.11819276213645935, -0.18435721099376678, 0.24846860766410828, 0.001054417691193521, -0.15276673436164856, 0.17399194836616516, 0.07285527139902115, -0.17323386669158936, -0.04227565973997116, -0.26926061511039734, -0.14862020313739777, -0.09138096123933792, 0.037010494619607925, -0.1302412897348404, 0.19269905984401703, 0.1504250019788742, 0.21197855472564697, -0.16341394186019897, -0.23152048885822296, -0.0627034455537796, 0.17853501439094543, -0.130343958735466, -0.07503774017095566, -0.166395902633667, 0.1887798309326172, 0.1073368564248085, 0.27602002024650574, -0.17490358650684357, -0.07844081521034241, -0.16705536842346191, -0.17653414607048035, 0.08383378386497498, -0.203501358628273, -0.06838928163051605, 0.052618592977523804, 0.017803862690925598, 0.11567380279302597, -0.15355819463729858, 0.11115952581167221, 0.13355745375156403, 0.0464642271399498, -0.28088220953941345, -0.30260398983955383, 0.08505705744028091, -0.15239615738391876, 0.05771646276116371, 0.09671437740325928, -0.14589981734752655, -0.2753220796585083, -0.06961125135421753, -0.19630368053913116, 0.28044337034225464, -0.07136326283216476, -0.1868889182806015, -0.09893041849136353, -0.22106307744979858, 0.010899472050368786, 0.2034500688314438, 0.04932110756635666, 0.31130295991897583, -0.11285668611526489, -0.1274830400943756, 0.032781489193439484, 0.10834958404302597, 0.026363519951701164, -0.050861142575740814, -0.10568287968635559, 0.02572597563266754, -0.21589037775993347]"
1408,"[0.15114183723926544, -0.10473442822694778, -0.17264927923679352, -0.21699406206607819, 0.1412547379732132, 0.01756751909852028, 0.16069765388965607, 0.1590348184108734, -0.20571602880954742, -0.1699952930212021, -0.16417521238327026, 0.12360811233520508, -0.25209057331085205, 0.18380223214626312, -0.13939808309078217, -0.0947505459189415, -0.16819113492965698, -0.1819971650838852, -0.12209701538085938, 0.01047374028712511, -0.2023930847644806, 0.24921822547912598, 0.13487602770328522, -0.09958365559577942, 0.2225814014673233, -0.2297171652317047, 0.23016363382339478, 0.2583886384963989, 0.18438561260700226, 0.011688241735100746, -0.08933227509260178, 0.16356278955936432, -0.24522876739501953, 0.24077032506465912, 0.030050357803702354, -0.11409316211938858, 0.1736128181219101, 0.029311727732419968, -0.14307080209255219, -0.11396653205156326, -0.2186415046453476, -0.008444590494036674, -0.03742493689060211, -0.00013921473873779178, -0.12043292820453644, 0.22621899843215942, 0.036725107580423355, 0.21237273514270782, -0.16123533248901367, -0.27995565533638, -0.06958271563053131, 0.26854705810546875, -0.05309516191482544, -0.037606868892908096, -0.10718008130788803, 0.16938664019107819, 0.15843996405601501, 0.295050710439682, -0.21724852919578552, -0.08758439123630524, -0.14199420809745789, -0.1821633130311966, 0.03140541538596153, -0.16086338460445404, 0.02160593681037426, 0.13266077637672424, -0.04823446273803711, 0.2274029552936554, -0.12759976089000702, 0.06214074790477753, 0.12168269604444504, 0.22463899850845337, -0.2839304804801941, -0.22418881952762604, 0.04725012928247452, -0.18259982764720917, 0.03338092938065529, 0.11445306986570358, -0.1877889484167099, -0.25974661111831665, -0.12102937698364258, -0.11714859306812286, 0.23046238720417023, -0.1477520614862442, -0.12712709605693817, -0.10762306302785873, -0.18909744918346405, 0.10560576617717743, 0.295468270778656, 0.10553758591413498, 0.3435784578323364, -0.12068510800600052, -0.172903373837471, 0.027466775849461555, 0.04737547039985657, 0.06849660724401474, -0.062046654522418976, -0.02524052932858467, -0.007160084322094917, -0.23735970258712769]"
1409,"[0.06813089549541473, -0.3079763650894165, -0.15413160622119904, -0.35043036937713623, -0.2069094330072403, -0.06653279811143875, -0.033320147544145584, 0.1468738317489624, -0.08395063132047653, 0.12410189211368561, -0.0347190760076046, 0.3744191825389862, -0.18791604042053223, 0.6140466332435608, -0.29860275983810425, -0.0004251631908118725, -0.21730029582977295, 0.008140300400555134, 0.03856741264462471, 0.07241827249526978, -0.22990424931049347, 0.13764286041259766, 0.14028307795524597, -0.031621430069208145, 0.1321193128824234, -0.345048725605011, 0.24535223841667175, 0.4646725654602051, 0.3718736469745636, 0.17010264098644257, -0.07035927474498749, -0.026605550199747086, -0.4503726065158844, 0.2562711834907532, -0.11956144124269485, 0.01467481255531311, -0.06760548055171967, 0.106483593583107, 0.1155615746974945, -0.1553516387939453, 0.053880952298641205, -0.2012011557817459, -0.28521668910980225, -0.025347886607050896, -0.3258446156978607, 0.24922031164169312, 0.28441765904426575, -0.03255932033061981, -0.36052700877189636, -0.15497328341007233, -0.08167189359664917, 0.18231096863746643, -0.04777084290981293, 0.0837264135479927, -0.21803343296051025, 0.1030636876821518, 0.08050919324159622, 0.11976675689220428, -0.3514307737350464, -0.4850671887397766, 0.032921720296144485, -0.47752314805984497, -0.25032252073287964, -0.3897581398487091, -0.23115073144435883, -0.035349972546100616, 0.1223280131816864, 0.40205079317092896, -0.0908241868019104, 0.0438152477145195, -0.025319693610072136, -0.12186214327812195, 0.09212756901979446, -0.1055813580751419, -0.04122632369399071, 0.17425723373889923, 0.06441482901573181, 0.024723375216126442, -0.34870660305023193, -0.5393673777580261, -0.3230295479297638, 0.24153298139572144, 0.21491727232933044, -0.17382419109344482, 0.11360832303762436, -0.25906190276145935, -0.33944836258888245, 0.06266795098781586, 0.20920974016189575, 0.106397844851017, 0.21628166735172272, 0.1489376425743103, 0.1401711106300354, 0.08103702962398529, 0.21340005099773407, -0.11421830207109451, 0.050814997404813766, -0.032631054520606995, 0.0647473931312561, 0.014411614276468754]"
